label,message,num_characters,num_words,num_sentences
ham,i will reach ur home in  ltgt  minutes,38,8,1
ham,gud ni dearslp welltake careswt dreamsmuah,42,6,1
ham,depends on where u going lor,28,6,1
spam,twinks bears scallies skins and jocks are calling now dont miss the weekends fun call  at pmin  stop texts call nat rate,120,22,1
spam,hi this is mandy sullivan calling from hotmix fmyou are chosen to receive  in our easter prize drawplease telephone  to claim before  or your prize will be transferred to someone else,183,31,1
ham,i dont know why shes not getting your messages,46,9,1
ham,ok thanx,8,2,1
ham,derp which is worse a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with,127,26,1
ham,well its not like you actually called someone a punto that woulda been worse,76,14,1
ham,i cant pick the phone right now pls send a message,50,11,1
ham,i gotta collect da car at  lei,30,8,1
ham,home so we can always chat,26,6,1
ham,does not operate after  ltgt  or what,37,7,1
ham,its ok i just askd did u knw tht no,35,10,1
ham,ok can be later showing around  if you want  cld have drink before wld prefer not to spend money on nosh if you dont mind as doing that nxt wk,142,30,1
ham,are you the cutest girl in the world or what,44,10,1
ham,whenre you guys getting back g said you were thinking about not staying for mcr,79,15,1
ham,how are you doing hows the queen are you going for the royal wedding,68,14,1
ham,or  go buy wif him then i meet  later can,41,10,1
ham,ditto and you wont have to worry about me saying anything to you anymore like i said last night you do whatever you want and ill do the same peace,146,30,1
ham,r  going  todays meeting,24,4,1
ham,mm umma ask vava also to come tell him can play later together,62,13,1
ham,think  da you wil do,20,5,1
ham,first answer my question,24,4,1
ham,am on a train back from northampton so im afraid not,52,11,1
ham,then we wait  u lor no need  feel bad lar,41,10,1
ham,and dont worry well have finished by march  ish,47,9,1
spam,valentines day special win over  in our quiz and take your partner on the trip of a lifetime send go to  now pmsg rcvd custcare,127,25,1
spam,you are awarded a sipix digital camera call  from landline delivery within days t cs box mbp yr warranty ppm   p p,114,22,1
ham,good morning my boytoy hows those yummy lips  wheres my sexy buns now  what do you do  do you think of me  do you crave me  do you need me,138,30,1
spam,lookatme thanks for your purchase of a video clip from lookatme youve been charged p think you can do better why not send a video in a mmsto,140,28,1
ham,this pen thing is beyond a joke wont a biro do dont do a masters as cant do this ever again,91,21,1
spam,hi  ibh customer loyalty offer the new nokia mobile from only  at txtauctiontxt wordstart to no  get yours nowt,111,19,1
ham,gettin rdy to ship comp,23,5,1
ham,err cud do im going to  at pm i havent got a way to contact him until then,74,18,1
ham,ltgt  great loxahatchee xmas tree burning update you can totally see stars here,79,13,1
ham,compliments to you was away from the system how your side,57,11,1
ham,thanx u darlinim cool thanx a few bday drinks  nite morrow off take care c u soonxxx,84,17,1
ham,mon okie lor haha best is cheap n gd food la ex oso okie depends on whether wana eat western or chinese food den which u prefer,127,27,1
ham,heygreat dealfarm tour am to pm pax  deposit by  may,52,10,1
ham,no management puzzeles,22,3,1
spam,you will recieve your tone within the next hrs for terms and conditions please see channel u teletext pg,104,19,1
ham,did you show him and wot did he say or could u not c him  dust,62,16,1
ham,cud u tell ppl im gona b a bit l cos  buses hav gon past cos they were full  im still waitin   pete x,101,24,1
ham,what not under standing,23,4,1
ham,esplanade lor where else,24,4,1
ham,ever green quote ever told by jerry in cartoon a person who irritates u always is the one who loves u vry much but fails to express it   gud nyt,144,30,1
spam,important information  orange user xxxxxxx today is your lucky dayfind out why log onto httpwwwurawinnercom theres a fantastic surprise awaiting you,148,21,1
ham,yeah whatever lol,17,3,1
ham,sorry went to bed early nightnight,34,6,1
ham,lets pool our money together and buy a bunch of lotto tickets if we win i get ltgt  u get ltgt  deal,100,22,1
ham,anything lor u decide,21,4,1
ham,hey you still want to go for yogasana coz if we end at cine then can go bathe and hav the steam bath,100,23,1
spam,hot live fantasies call now  just p per min ntt ltd po box  croydon cr wb  is a national rate call,98,21,1
ham,honestly ive just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out,120,24,1
ham,enjoy ur life  good night,25,5,1
spam,show ur colours euro   offer get an england flag  lions tone on ur phone click on the following service message for info,120,22,1
ham,i am at a party with alex nichols,33,8,1
ham,alright babe justthought id sayhey how u doinnearly the endof me wk offdam nevamindwe will have hook up sn if uwant m lovejen x,127,24,1
ham,k makes sense btw carlos is being difficult so you guys are gonna smoke while i go pick up the second batch and get gas,119,26,1
ham,sorry sent blank msg again yup but trying  do some serious studying now,71,13,1
ham,tomorrow i am not going to theatre   so i can come wherever u call me   tell me where and when to come tomorrow,111,23,1
ham,princess is your kitty shaved or natural,40,7,1
ham,i really need  kiss u i miss u my baby from ur baby eva,55,14,1
ham,no gifts you trying to get me to throw myself off a cliff or something,70,15,1
ham,no but we found a diff farm shop to buy some cheese on way back now can i call in,81,20,1
ham,awesome think we can get an th at usf some time tonight,55,12,1
ham,was gr to see that message so when r u leaving congrats dear what school and wat r ur plans,91,20,1
ham,call me when ure done,21,5,1
ham,yeah probably but not sure ilol let u know but personally i wuldnt bother then again if ur goin to then i mite as well,118,25,1
spam,you are being contacted by our dating service by someone you know to find out who it is call from a land line  poboxwtgp,120,24,1
ham,hope things went well at doctors  reminds me i still need godid u c d little thing i left in the lounge,103,22,1
ham,i love u  babe r u sure everything is alrite is he being an idiot txt bak girlie,80,18,1
ham,i was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here that  ltgt  dollars is years sent and that you know its a strain but i plan to pay back every dime he gives every dime so for me to expect anything from you is not practical something like that,328,69,1
ham,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello    its d name of a girl    yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone     moralone can get d name of a person bt not his girlfrnd g o o d n i g h t,282,66,1
ham,alright ill head out in a few minutes text me where to meet you,63,14,1
ham,hi jon pete here ive bin  spain recently  hav sum dinero left bill said u or ur rents mayb interested in it i hav pes so around  tb james,137,29,1
ham,you please give us connection today itself before  ltdecimalgt  or refund the bill,82,13,1
ham,but thats on ebay it might be less elsewhere,44,9,1
ham,when are you guys leaving,25,5,1
ham,u wan  haf lunch im in da canteen now,37,9,1
ham,u attend ur driving lesson how many times a wk n which day,58,13,1
ham,no idea i guess well work that out an hour after were supposed to leave since as usual nobody has any interest in figuring shit out before the last second,154,30,1
ham,erm  ill pick you up at about pm thatll give enough time to get there park and that,83,18,1
ham,total disappointment when i texted you was the craziest shit got,64,11,1
ham,tell you what if you make a little spreadsheet and track whose idea it was to smoke to determine who smokes too much for the entire month of february ill come up,161,32,1
ham,okay name ur price as long as its legal wen can i pick them up y u ave x ams xx,79,21,1
spam,please call  immediately as there is an urgent message waiting for you,70,12,1
spam,loan for any purpose    homeowners  tenants welcome have you been previously refused we can still help call free   or text back help,132,22,1
ham,love isnt a decision its a feeling if we could decide who to love then life would be much simpler but then less magical,119,24,1
ham,i am in escape theatre now  going to watch kavalan in a few minutes,67,14,1
ham,hello my love how goes that day  i wish your well and fine babe and hope that you find some job prospects i miss you boytoy  a teasing kiss,139,29,1
ham,hope youre not having too much fun without me see u tomorrow love jess x,72,15,1
ham,are you free nowcan i call now,30,7,1
ham,k i might come by tonight then if my class lets out early,57,13,1
ham,nothing really just making sure everybodys up to speed,54,9,1
spam,ur cashbalance is currently  pounds  to maximize ur cashin now send collect to  only pmsg cc  po box  tcrw,106,19,1
ham,oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz,77,17,1
ham,ok lor  reaching then message me,32,6,1
ham,i keep seeing weird shit and bein all woah then realising its actually reasonable and im all oh,95,18,1
ham,but we havent got da topic yet rite,35,8,1
ham,ooooooh i forgot to tell u i can get on yoville on my phone,59,14,1
ham,oh ok wats ur email,19,5,1
ham,finish liao u,13,3,1
ham,haha awesome omw back now then,30,6,1
ham,u still havent got urself a jacket ah,37,8,1
ham,you intrepid duo you have a great time and see you both soon,60,13,1
ham,you getting back any time soon,30,6,1
ham,erutupalam thandiyachu,22,2,1
ham,feb  ltgt  is i love u day send dis to all ur valued frnds evn me if  comes back ull gt married d person u luv if u ignore dis u will lose ur luv  evr,150,36,1
ham,dont think about what u have got think about how to use it that you have got good ni,84,19,1
ham,hey so whats the plan this sat,30,7,1
ham,bot notes oredi cos i juz rem i got,35,9,1
ham,lol yeah at this point i guess not,34,8,1
spam,to review and keep the fantastic nokia ngage game deck with club nokia go  wwwcnupdatescomnewsletter unsubscribe from alerts reply with the word out,148,23,1
spam,congratulations ur awarded either  of cd gift vouchers  free entry  our  weekly draw txt music to  tncs wwwldewcomwinppmxage,124,18,1
ham,oh baby of the house how come you dont have any new pictures on facebook,72,15,1
ham,she went to attend another two rounds todaybut still didt reach home,68,12,1
ham,i liked the new mobile,22,5,1
ham,oh i was thkin of goin yogasana at  den no nd to go at  den can rush to parco  nb okie lor u call me when ready,111,27,1
ham,lara said she can loan me  ltgt,31,7,1
ham,just finished missing you plenty,32,5,1
ham,go to write msg  put on dictionary mode cover the screen with hand press  ltgt  gently remove ur hand its interesting,117,21,1
ham,abeg make profit but its a start are you using it to get sponsors for the next event,84,18,1
ham,yup im elaborating on the safety aspects and some other issues,62,11,1
spam,call  to use ur mins calls cast pmin mob vary service provided by aom just gbpmonth aom boxm er until u stop ages  only,119,24,1
ham,was the farm open,17,4,1
ham,ok lor but buy wat,18,5,1
ham,hiya had a good day have you spoken to since the weekend,56,12,1
ham,i dunno lei like dun haf,24,6,1
ham,my life means a lot to me not because i love my life but because i love the people in my life the world calls them friends i call them my world ge,146,33,1
ham,doc prescribed me morphine cause the other pain meds arent enough waiting for my mom to bring it that med should kick in fast so im gonna try to be on later,156,33,1
spam,as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a  bonus prize call,132,26,1
ham,thanx a lot,11,3,1
spam,jamster to get your free wallpaper text heart to  now tc apply  only need help call,83,16,1
ham,please dont text me anymore i have nothing else to say,54,11,1
ham,i know you are thinkin malaria but relax children cant handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria meds now she will just vomit its a self limiting illness she has which means in a few days it will completely stop,323,61,1
ham,hi there we have now moved in our pub  would be great  c u if u cud come up,75,19,1
ham,oh yes why is it like torture watching england,46,9,1
ham,was playng  doors game and gt racing on phone lol,49,10,1
ham,oops i thk i dun haf enuff i go check then tell,47,12,1
ham,but am going to college pa what to do are else ill come there it self pa,72,17,1
ham,well then you have a great weekend,34,7,1
ham,oh ya ya i remember da,22,6,1
ham,go until jurong point crazy available only in bugis n great world la e buffet cine there got amore wat,102,20,1
ham,my sister cleared two round in birla soft yesterday,51,9,1
ham,great i was getting worried about you just know that a wonderful and caring person like you will have only the best in life know that u r wonderful and gods love is yours,170,34,1
ham,i know grumpy old people my mom was like you better not be lying then again i am always the one to play jokes,109,24,1
ham,lol great now im getting hungry,31,6,1
ham,eatin later but im eatin wif my frens now lei  going home first,63,13,1
ham,ok sweet dreams,15,3,1
ham,company is very goodenvironment is terrific and food is really nice,67,11,1
spam,our records indicate u maybe entitled to  pounds in compensation for the accident you had to claim  free reply with claim to this msg  stop txt stop,148,27,1
ham,is ur paper in e morn or aft tmr,32,9,1
ham,anything is valuable in only  situations first before getting it second after loosing it,88,14,1
spam,urgent important information for o user today is your lucky day  find out why log onto httpwwwurawinnercom there is a fantastic surprise awaiting for you,153,25,1
ham,you have got tallent but you are wasting,40,8,1
ham,nothing just getting msgs by dis name wit different nos,55,10,1
ham,where to get those,18,4,1
ham,u meet other fren dun wan meet me ah muz b a guy rite,53,14,1
ham,hiwhat you think about match,28,5,1
spam,free msgwe billed your mobile number by mistake from shortcode please call  to have charges refundedthis call will be free from a bt landline,141,24,1
ham,i told her i had a dr appt next week she thinks im gonna die i told her its just a check nothing to be worried about but she didnt listen,137,32,1
ham,you bad girl i can still remember them,38,8,1
ham,actually i decided i was too hungry so i havent left yet v,58,13,1
ham,if i start sending blackberry torch to nigeria will you find buyer for melike a month and tell dad not to buy bb from anyone oh,127,26,1
ham,gimme a few was  ltgt  minutes ago,34,8,1
spam,you have won a nokia i this is what you get when you win our free auction to take part send nokia to  now hgsuitelands rowwjhl,126,26,1
ham,ok chinese food on its way when i get fat youre paying for my lipo,66,15,1
ham,prof you have passed in all the papers in this sem congrats     student enna kalaachutaarama prof gud mrng,106,18,1
ham,not that i know of most people up here are still out of town,60,14,1
ham,same here but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it dont matter,157,30,1
ham,im in school now n ill be in da lab doing some stuff give me a call when  r done,80,20,1
ham,should i head straight there or what,36,7,1
ham,mah b ill pick it up tomorrow,29,7,1
ham,im at home please call,22,5,1
ham,ok help me ask if shes working tmr a not,40,10,1
spam,would you like to see my xxx pics they are so hot they were nearly banned in the uk,83,19,1
ham,meet after lunch la,19,4,1
ham,weightloss no more girl friends make loads of money on ebay or something and give thanks to god,95,18,1
ham,don knowwait i will check it,28,6,1
spam,private your  account statement for,35,5,1
ham,im eatin now lor but goin back to work soon e mountain deer show huh i watch b liao very nice,93,21,1
ham,convey my regards to him,24,5,1
ham,well at this right im gonna have to get up and check todays steam salespee so text me when you want me to come get you,118,27,1
ham,no rushing im not working im in school so if we rush we go hungry,65,15,1
ham,probably want to pick up more,29,6,1
ham,sent me ur email id soon,24,6,1
ham,are we doing the norm tomorrow i finish just a  cos of st tests need to sort library stuff out at some point tomo  got letter from today  access til end march so i better get move on,182,38,1
ham,tell her i said eat shit,24,6,1
ham,hi dahow is the todays class,28,6,1
ham,one day a crab was running on the sea shorethe waves came n cleared the footprints of the crab crab asked being my frnd y r u clearing my beautiful footprints waves replied a fox was following ur footprints to catch you thats y i cleared it off frndsship never lets u dwn  gud nyt,280,55,1
ham,thanx  puttin da fone down on me,32,7,1
spam,urgent your mobile number  won a  bonus caller prize on  this is the nd attempt to reach you call  asap box nqp ppm,115,23,1
spam,u have a secret admirer who is looking  make contact with ufind out who they rreveal who thinks ur so specialcall on,116,22,1
spam,send a logo  ur lover   names joined by a heart txt love name name mobno eg love adam eve  to  yahoo poboxwwq txtno  no ads p,125,26,1
ham,im good have you registered to vote,35,7,1
ham,then why you not responding,27,5,1
ham,the guy did some bitching but i acted like id be interested in buying something else next week and he gave it to us for free,124,26,1
ham,aiyar u so poor thing i give u my support k jia you ill think of u,66,17,1
ham,sorry chikku my cell got some problem thts y i was nt able to reply u or msg u,78,19,1
ham,dont you have message offer,27,5,1
ham,so i could kiss and feel you next to me,39,10,1
ham,my fri ah okie lorgoin  my drivin den go shoppin after tt,57,12,1
ham,when the first strike is a red one the bird  antelope begin toplay in the fieldof selfindependence believe this  the flower of contention will growrandom,153,25,1
ham,aiyo her lesson so early im still sleepin haha okie u go home liao den confirm w me lor,87,19,1
ham,we are supposed to meet to discuss abt our trip thought xuhui told you in the afternoon thought we can go for lesson after that,127,25,1
ham,was doing my test earlier i appreciate you will call you tomorrow,65,12,1
ham,kent vale lor  wait  me there ar,32,7,1
ham,was a nice day and impressively i was sensible went home early and now feel fine or am i just boring whens yours i cant remember,128,26,1
ham,your dad is back in ph,22,6,1
ham,if u dun drive then how i go  sch,33,9,1
ham,mmmmm  i loved waking to your words this morning  i miss you too my love i hope your day goes well and you are happy i wait for us to be together again,151,33,1
ham,dis is yijue i jus saw ur mail in case huiming havent sent u my num dis is my num,81,20,1
ham,how was txting and driving,26,5,1
ham,where is that one day training,30,6,1
ham,good morning plz call me sir,28,6,1
ham,haha i heard that text me when youre around,43,9,1
ham,and several to you sir,22,5,1
ham,so how are you really what are you up to hows the masters and so on,67,16,1
ham,dunno lei i might b eatin wif my frens if  wan to eat then i wait   lar,71,17,1
ham,its hard to believe things like this all can say lie but think twice before saying anything to me,97,19,1
ham,ill pick you up at about pm to go to taunton if you still want to come,70,17,1
spam,what do u want for xmas how about  free text messages  a new video phone with half price line rental call free now on   to find out more,136,28,1
ham,good morning my dear have a great amp successful day,52,10,1
spam,free ring tone just text polys to  then every week get a new tone yrs only wk,77,17,1
ham,hey why dont we just go watch x men and have lunch haha,55,13,1
ham,ugh i dont wanna get out of bed its so warm,43,12,1
ham,that means from february to april ill be getting a place to stay down there so i dont have to hustle back and forth during audition season as i have since my sister moved away from harlem,187,37,1
ham,i am going to film day da at pm sorry da,40,11,1
spam,you have won as a valued vodafone customer our computer has picked you to win a  prize to collect is easy just call,115,23,1
ham,mum not going robinson already,30,5,1
ham,haha yeah i see that now be there in a sec,42,11,1
ham,when did you get to the library,31,7,1
spam,freemsg hey  im buffy  and love to satisfy men home alone feeling randy reply  c my pix qlynnbv helpp a msg send stop to stop txts,130,26,1
ham,rofl its true to its name,25,6,1
ham,babe i need your advice,23,5,1
ham,a swt thought nver get tired of doing little things  lovable persons cozsomtimes those little things occupy d biggest part in their hearts gud ni,145,25,1
ham,oh k  i will come tomorrow,26,6,1
ham,not tonight mate catching up on some sleep this is my new number by the way,75,16,1
ham,ha ha ha good joke girls are situation seekers,46,9,1
ham,do you know when dad will be back,33,8,1
ham,new theory argument wins d situation but loses the person so dont argue with ur friends just    kick them amp say im always correct,131,24,1
ham,just wanted to say holy shit you guys werent kidding about this bud,67,13,1
ham,umma did she say anything,25,5,1
ham,i taught that ranjith sir called me so only i sms like that becaus hes verifying about project prabu told today so only pa dont mistake me,138,27,1
ham,i tot u outside cos darren say u come shopping of course we nice wat we jus went sim lim look at mp player,106,24,1
ham,i love to cuddle i want to hold you in my strong arms right now,63,15,1
ham,hey i will be really pretty late you want to go for the lesson first i will join you im only reaching tp mrt,108,24,1
ham,no nothis is kallis home groundamla home town is durban,55,10,1
ham,send his number and give reply tomorrow morning for why you said that to him like that ok,89,18,1
ham,honeybee said im d sweetest in d world god laughed amp said waitu havnt met d person reading this msg moral even god can crack jokes gmgngegn,141,27,1
ham,me too have a lovely night xxx,30,7,1
ham,sorry de i went to shop,23,6,1
ham,ok lar joking wif u oni,23,6,1
ham,hi dis is yijue i would be happy to work wif  all for gek,57,14,1
spam,natalja f is inviting you to be her friend reply yes or no see her wwwsmsacunat stop send stop frnd to,102,21,1
ham,happy new year to u too,23,6,1
spam,sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box  bray wicklow eire quiz starts saturday unsub stop,151,28,1
ham,ok i asked for money how far,28,7,1
ham,no youll just get a headache trying to figure it out u can trust me to do the math i promise o,94,22,1
ham,my exam is for february  wish you a great day,45,10,1
ham,we r outside already,20,4,1
spam,santa calling would your little ones like a call from santa xmas eve call  to book you time callsppm last mins s tc wwwsantacallingcom,134,24,1
ham,sometimes heart remembrs someone very much forgets someone soon bcoz heart will not like everyone but liked ones will be remembered everytime bslvyl,148,23,1
ham,i dunno until when lets go learn pilates,40,8,1
ham,are you staying in town,23,5,1
spam,you have won a  price to claim call,35,8,1
ham,collecting ur laptop then going to configure da settings izzit,62,10,1
spam,win a  cash prize or a prize worth,34,8,1
ham,i can call in  ltgt  min if thats ok,36,9,1
ham,good night my dear sleepwellamptake care,40,6,1
ham,ill be at yours in about  mins but look out for me,50,12,1
ham,if we hit it off you can move in with me,40,11,1
spam,todays voda numbers ending  are selected to receive a  award if you hava a match please call  quoting claim code  standard rates app,132,23,1
ham,mostly sports typelyk footblcrckt,33,4,1
ham,kkany special today,19,3,1
ham,oh oh wasted den muz chiong on sat n sun liao,45,11,1
ham,i could ask carlos if we could get more if anybody else can chip in,67,15,1
ham,is xy going  e lunch,20,5,1
ham,i will cme i want to go to hos morow after that i wil cme this what i got from her dear what to do she didnt say any time,121,30,1
ham,today my system sh get readyall is well and i am also in the deep well,70,16,1
ham,hey what happen de are you alright,34,7,1
ham,when you are big god will bring success,39,8,1
ham,sorry light turned green i meant another friend wanted  ltgt  worth but he may not be around,92,17,1
ham,i went to project centre,24,5,1
ham,wait thats still not all that clear were you not sure about me being sarcastic or that thats why x doesnt want to live with us,126,26,1
ham,love you aathilove u lot,24,5,1
ham,i dunno they close oredi not  v ma fan,38,9,1
spam,win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit wwwwincouk,117,25,1
ham,tomarrow i want to got to court at  ltdecimalgt  so you come to bus stand at,76,16,1
ham,housemaid is the murderer coz the man was murdered on  ltgt th january as public holiday all govtinstituitions are closedincluding post officeunderstand,152,22,1
ham,are you going to wipro interview today,38,7,1
spam,urgent call  from your landline your complimentary  ibiza holiday or  cash await collection sae tcs po box  sk wp  ppm,118,20,1
ham,do whatever you want you know what the rules are we had a talk earlier this week about what had to start happening you showing responsibility yet every week its can i bend the rule this way what about that way do whatever im tired of having thia same argument with you every week and a  ltgt  movie doesnt inlude the previews youre still getting in after,354,67,1
ham,ok i only ask abt e movie u wan ktv oso,39,11,1
ham,yes i think so i am in office but my lap is in room i think thats on for the last few days i didnt shut that down,113,28,1
ham,this pay is  ltdecimalgt  lakhs,31,5,1
ham,a boy was late  home his father power of frndship,49,10,1
ham,i fetch yun or u fetch,22,6,1
ham,i luv u soo much u dont understand how special u r  me ring u morrow luv u xxx,78,19,1
ham,oh ho is this the first time u use these type of words,54,13,1
ham,im done oredi,13,3,1
ham,u can call me now,17,5,1
ham,wish u many many returns of the day happy birthday vikky,56,11,1
ham,youve always been the brainy one,32,6,1
spam,thanks for your ringtone order reference number xyour mobile will be charged  should your tone not arrive please call customer services,135,21,1
ham,will you be here for food,25,6,1
ham,pls speak to that customer machan,33,6,1
ham,im on gloucesterroad what are uup to later,42,8,1
ham,ha ha cool cool chikku chikkudb,31,6,1
ham,happy or sad  one thing about past is its no more good morning,62,13,1
ham,okok okthenwhats ur todays plan,31,5,1
ham,after completed degree there is no use in joining finance,57,10,1
ham,in fact when do you leave i think addie goes back to school tues or wed,71,16,1
ham,lmao wheres your fish memory when i need it,43,9,1
ham,how about clothes jewelry and trips,35,6,1
spam,hi the sexychat girls are waiting for you to text them text now for a great night chatting send stop to stop this service,121,24,1
ham,sorry ill call later,20,4,1
ham,im in class will holla later,28,6,1
ham,ok thanx take care then,23,5,1
ham,there the size of elephant tablets  u shove um up ur ass,56,12,1
ham,hmm yeah if your not too grooved out and im looking forward to my pound special,79,16,1
ham,sorry dai was thought of calling you lot of timeslil busyi will call you at noon,80,16,1
ham,zoe it just hit me  im fucking shitin myself il defo try my hardest  cum morow luv u millions lekdog,100,20,1
ham,excellent i spent  ltgt  years in the air force iraq and afghanistan i am stable and honest do you like traveling,113,21,1
ham,hi its kate it was lovely to see you tonight and ill phone you tomorrow i got to sing and a guy gave me his card xxx,116,27,1
ham,plz note if anyone calling from a mobile co amp asks u to type  ltgt  or  ltgt  do not do so disconnect the callcoz it iz an attempt of terrorist to make use of the sim card no itz confirmd by nokia n motorola n has been verified by cnn ibn,240,51,1
ham,is avatar supposed to have subtoitles,37,6,1
ham,do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleepsweet dreams,199,39,1
ham,both  i shoot big loads so get ready,36,8,1
spam,dear voucher holder to claim this weeks offer at you pc please go to httpwwwetlpcoukreward tscs apply,101,17,1
ham,remember on that day,20,4,1
ham,you might want to pull out more just in case and just plan on not spending it if you can i dont have much confidence in derek and taylors money management,154,31,1
ham,will have two more cartons off u and is very pleased with shelves,65,13,1
ham,im viveki got call from your number,35,7,1
ham,do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleepsweet dreams,199,39,1
ham,watching tv lor nice one then i like lor,40,9,1
ham,you best watch what you say cause i get drunk as a motherfucker,63,13,1
spam,you are being ripped off get your mobile content from wwwclubmobycom call  polytruepixringtonesgames six downloads for only,123,17,1
ham,huh but i got lesson at  lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale,99,24,1
ham,u definitely need a module from e humanities dis sem izzit u wan  take other modules st,87,17,1
ham,isnt frnd a necesity in life imagine urself witout a frnd hwd u feel at ur colleg watll u do wth ur cell wat abt functions thnk abt events espell cared missed amp irritated u wrd it to all those dearloving frnds wthout whom u cant live i jst did it takecare goodmorning,269,53,1
ham,i cant speak bcaz mobile have problem i can listen you but you cannt listen my voice so i calls you later,105,22,1
ham,ill post her out lr in class,28,7,1
ham,hey looks like i was wrong and one of the kappa guys numbers is still on my phone if you want i can text him and see if hes around,130,30,1
ham,oh really did you make it on air whats your talent,50,11,1
ham,do you like shaking your booty on the dance floor,49,10,1
ham,just got some gas money any chance you and the gang want to go on a grand nature adventure,90,19,1
ham,i think ive fixed it can you send a test message,48,11,1
ham,eh sorry leh i din c ur msg not sad already lar me watching tv now u still in office,84,20,1
ham,yes now only saw your message,29,6,1
ham,you are right meanwhile hows project twins comin up,51,9,1
ham,busy here trying to finish for new year i am looking forward to finally meeting you,83,16,1
spam,urgent your  costa del sol holiday or  await collection call  now toclaim sae tc s pobox stockport skxh costpm maxmins,118,20,1
ham,did you say bold then torch later or one torch and bold,55,12,1
ham,usually the body takes care of it buy making sure it doesnt progress can we pls continue this talk on saturday,110,21,1
ham,howz painit will come down todaydo as i said ystrdayice and medicine,68,12,1
ham,alex knows a guy who sells mids but hes down in south tampa and i dont think i could set it up before like,106,24,1
ham,can not use foreign stamps in this country,42,8,1
ham,r u sure theyll understand that wine  good idea just had a slurp,64,13,1
ham,it has issues right now ill fix for her by tomorrow,51,11,1
ham,lol they dont know about my awesome phone i could click delete right now if i want,82,17,1
ham,kkim going to tirunelvali this week to see my uncle i already spend the amount by taking dress so only i want moneyi will give it on feb,136,28,1
ham,orh i tot u say she now still dun believe,41,10,1
ham,any way where are you and what doing,36,8,1
ham,dont pick up d call when something important is there to tell hrishi,68,13,1
ham,were all getting worried over here derek and taylor have already assumed the worst,82,14,1
ham,sir waiting for your letter,27,5,1
ham,ujhhhhhhh computer shipped out with address to sandiago and parantella lane wtf poop,84,13,1
ham,hi this is yijue can i meet u at  tmr,37,10,1
ham,no no i will check all rooms befor activities,45,9,1
ham,hey gals anyone of u going down to e driving centre tmr,55,12,1
ham,good afternoon loverboy  how goes you day  any luck come your way i think of you sweetie and send my love across the sea to make you smile and happy,148,30,1
ham,same im at my great aunts anniversary party in tarpon springs,61,11,1
ham,me n him so funny,17,5,1
ham,when did i use soc i use it only at home  dunno how  type it in word ar,71,18,1
ham,yes princess i want to make you happy,37,8,1
ham,do  noe if ben is going,23,6,1
ham,not yet chikkugoing to room nw im in bus,40,9,1
ham,studying but ill be free next weekend,37,7,1
ham,i come n pick  up come out immediately aft ur lesson,52,11,1
ham,nah its straight if you can just bring bud or drinks or something thats actually a little more useful than straight cash,120,22,1
ham,its really getting me down just hanging around,46,8,1
ham,i can make it up there squeezed  ltgt  bucks out of my dad,58,13,1
ham,do you hide anythiing or keeping distance from me,49,9,1
ham,what will we do in the shower baby,34,8,1
spam,knock knock txt whose there to  to enter r weekly draw  a  gift voucher  a store of yr choice tcs wwwtklscom age to stoptxtstopweek,131,24,1
ham,im coming back on thursday yay is it gonna be ok to get the money cheers oh yeah and how are you everything alright hows school or do you call it work now,154,34,1
ham,lol you wont feel bad when i use her money to take you out to a steak dinner d,78,19,1
ham,we can make a baby in yo tho,28,8,1
ham,can come my room but cannot come my house cos my house still messy haha,71,16,1
spam,you are a winner u have been specially selected  receive  or a  holiday flights inc speak to a live operator  claim pmin,120,22,1
ham,i enjoy watching and playing football and basketball anything outdoors and you,78,12,1
ham,wait  minstand at bus stop,26,5,1
ham,symptoms when u are in love u like listening songs u get stopped where u see the name of your beloved u wont get angry when your,128,27,1
ham,u say leh of course nothing happen lar not say v romantic jus a bit only lor i thk e nite scenery not so nice leh,113,26,1
ham,customer place i will call you,30,6,1
ham,delhi and chennai still silent,30,5,1
spam,as a registered subscriber yr draw  a  gift voucher will b entered on receipt of a correct ans when are the next olympics txt ans to,132,26,1
spam,do you want a new nokia i colour phone deliveredtomorrow with  free minutes to any mobile   free texts  free camcorder reply or call,132,23,1
ham,no home work to do meh,22,6,1
ham,nojst change tat only,21,4,1
